file_name,class_name,func_name,docstring
ui/gemini_processing_ui.py,Tab7GeminiProcessing,update_token_status_ui,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,scan_tasks,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,render_table_data,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,populate_real_data,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,handle_scan_result,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,handle_scan_error,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,create_check_label,체크박스 대신 표시할 라벨 생성
ui/gemini_processing_ui.py,Tab7GeminiProcessing,create_centered_checkbox,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,create_task_checkbox,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,update_row_dependencies,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,toggle_row,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,toggle_all_items,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,execute_auto_run,
ui/gemini_processing_ui.py,Tab7GeminiProcessing,update_task_cell,작업이 끝난 후 테이블 셀을 파란색 체크(완료)로 업데이트
ui/gemini_processing_ui.py,Tab7GeminiProcessing,emit_log,
ui/youtube_playlist_ui.py,PlaylistManagerDialog,__class__,
ui/youtube_playlist_ui.py,PlaylistManagerDialog,__init__,
ui/youtube_playlist_ui.py,PlaylistManagerDialog,load_data,
ui/youtube_playlist_ui.py,PlaylistManagerDialog,rename_pl,
ui/youtube_playlist_ui.py,PlaylistManagerDialog,delete_pl,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,__class__,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,__init__,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,init_ui,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,emit_log,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,open_manage_dialog,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,refresh_combo_box,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,on_checker_finished,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,add_playlist_dialog,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,load_playlist_data,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,toggle_all_rows_smart,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,check_individual_row_state,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,update_select_all_ui,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,select_unextracted,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,populate_table,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,execute_upload,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,on_upload_error,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,on_upload_finished,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,create_badge,
ui/youtube_playlist_ui.py,Tab8YoutubePlaylist,create_link_button,
ui/json_editer_ui.py,Tab9JsonEditer,__class__,
ui/json_editer_ui.py,Tab9JsonEditer,__init__,
ui/combine_notes_ui.py,,build_pdf_frame,"utils의 공구를 활용해 PDF 페이지를 바이트로 추출하고, 
UI 레벨에서 픽스맵으로 변환하여 썸네일 프레임을 씌워 반환합니다."
ui/combine_notes_ui.py,FullScreenEditDialog,__class__,
ui/combine_notes_ui.py,FullScreenEditDialog,__init__,
ui/combine_notes_ui.py,FullScreenEditDialog,render_preview,
ui/combine_notes_ui.py,FullScreenEditDialog,add_edit_column,
ui/combine_notes_ui.py,FullScreenEditDialog,move_item,
ui/combine_notes_ui.py,FullScreenEditDialog,update_check_state,
ui/combine_notes_ui.py,Tab2CombineNotes,__class__,
ui/combine_notes_ui.py,Tab2CombineNotes,__init__,
ui/combine_notes_ui.py,Tab2CombineNotes,init_top_panel,
ui/combine_notes_ui.py,Tab2CombineNotes,init_file_selection_area,
ui/combine_notes_ui.py,Tab2CombineNotes,init_preview_area,
ui/combine_notes_ui.py,Tab2CombineNotes,init_bottom_panel,
ui/combine_notes_ui.py,Tab2CombineNotes,browse_folder,
ui/combine_notes_ui.py,Tab2CombineNotes,refresh_file_list,
ui/combine_notes_ui.py,Tab2CombineNotes,toggle_all_items,
ui/combine_notes_ui.py,Tab2CombineNotes,check_individual_row_state,
ui/combine_notes_ui.py,Tab2CombineNotes,update_select_all_ui,
ui/combine_notes_ui.py,Tab2CombineNotes,get_selected_keys,
ui/combine_notes_ui.py,Tab2CombineNotes,run_manual_inspection,
ui/combine_notes_ui.py,Tab2CombineNotes,run_auto_merge,
ui/combine_notes_ui.py,Tab2CombineNotes,execute_final_save,
ui/combine_notes_ui.py,Tab2CombineNotes,open_fullscreen_editor,
ui/combine_notes_ui.py,Tab2CombineNotes,render_main_preview,
ui/drive_sync_ui.py,Tab1DriveSync,__class__,
ui/drive_sync_ui.py,Tab1DriveSync,__init__,
ui/drive_sync_ui.py,Tab1DriveSync,init_ui,
ui/drive_sync_ui.py,Tab1DriveSync,set_local_folder,
ui/drive_sync_ui.py,Tab1DriveSync,toggle_date_inputs,
ui/drive_sync_ui.py,Tab1DriveSync,execute_search_log,🔄 변경점: 직접 Thread를 부르는 대신 Controller(Func)에게 지시를 내립니다.
ui/drive_sync_ui.py,Tab1DriveSync,reset_search_btn,
ui/drive_sync_ui.py,Tab1DriveSync,handle_worker_error,
ui/drive_sync_ui.py,Tab1DriveSync,toggle_all_rows_smart,
ui/drive_sync_ui.py,Tab1DriveSync,check_individual_row_state,
ui/drive_sync_ui.py,Tab1DriveSync,update_select_all_ui,
ui/drive_sync_ui.py,Tab1DriveSync,create_badge,
ui/drive_sync_ui.py,Tab1DriveSync,create_readonly_checkbox,
ui/drive_sync_ui.py,Tab1DriveSync,update_table,
ui/drive_sync_ui.py,Tab1DriveSync,on_header_clicked,
ui/pdf_split_ui.py,Tab4PdfSplit,__class__,
ui/pdf_split_ui.py,Tab4PdfSplit,__init__,
ui/pdf_split_ui.py,Tab4PdfSplit,init_ui,
ui/pdf_split_ui.py,Tab4PdfSplit,toggle_search_mode,
ui/pdf_split_ui.py,Tab4PdfSplit,browse_folder,
ui/pdf_split_ui.py,Tab4PdfSplit,on_item_changed,파일 리스트 체크박스 변경 시 단일 선택으로 제한하고 썸네일을 로드합니다.
ui/pdf_split_ui.py,Tab4PdfSplit,clear_preview,미리보기 영역 초기화
ui/pdf_split_ui.py,Tab4PdfSplit,load_preview,선택된 PDF 파일의 썸네일을 렌더링합니다.
ui/pdf_split_ui.py,Tab4PdfSplit,update_split_lines,
utils/config.py,Config,__class__,"애플리케이션 전역 설정 값 관리 및 검증 클래스.

단일 책임 원칙(SRP)에 따라 시스템 전반의 환경 변수 및 주요 상수 값들을 파싱하고 
저장 및 제공하는 단일 창구(SSOT) 역할만 수행합니다. Google API 권한 스코프, 
대상 드라이브 디렉토리, PDF 렌더링 폰트 경로, 다중 Gemini API 키 목록, Notion 토큰, 
API 쿨타임 및 지원 모델 목록 등 시스템 전체가 공유하는 핵심 상태를 보유합니다.

의존성 측면에서 Service 계층(DriveSyncService, LLMService, NotionSyncService 등)과 
Worker 계층(백그라운드 처리 모듈)에서 폭넓게 참조되어, 각 비즈니스 로직 및 비동기 작업이 
외부 API에 안전하게 접근할 수 있도록 환경을 제공합니다."
utils/config.py,Config,extract_drive_id,"주어진 문자열(Google Drive URL 또는 ID)에서 실제 Drive 폴더나 파일의 고유 ID만 추출합니다.

Google Drive의 URL은 `/folders/`, `/file/d/`, 혹은 쿼리스트링 `?id=` 등 매우 다양한 형태로 
제공될 수 있습니다. 사용자가 `.env` 파일에 전체 URL을 그대로 복사하여 붙여넣는 경우가 빈번하게 발생하므로, 
API 호출에 필요한 순수 식별자(ID)만을 추출하도록 정규식을 통해 유연하고 안전하게 파싱해야 합니다. 
이 과정은 설정 값을 불러오는 시점에 자동화되어 사용자 편의성과 프로그램의 안정성을 높입니다.
만약 입력값이 이미 순수 ID 형태인 경우에는 정규식에 매칭되지 않아 원래의 값을 그대로 반환합니다.

비동기 드라이브 동기화 워커(Worker)나 서비스(Service)가 이 값을 기반으로 폴더 탐색 및 파일 관리를 
수행하므로, 런타임 에러를 방지하기 위해 초기 로드 시점에서 무결한 ID를 확보하는 핵심 유틸리티입니다.

Args:
    id_or_url (str): 사용자가 입력한 Google Drive의 폴더/파일 URL 문자열 또는 순수 ID 문자열.

Returns:
    str: 정규식을 통해 파싱된 15~33자리 수준의 Google Drive 고유 ID. 
         입력값이 비어있거나 None일 경우 빈 문자열("""")을 반환합니다."
utils/config.py,Config,validate,"애플리케이션 구동에 필수적인 전역 설정값들의 유효성을 사전 검증합니다.

이 메서드는 애플리케이션 또는 파이프라인의 초기화 단계에서 명시적으로 호출되어야 합니다.
파이프라인이 본격적으로 실행되어 중간 과정에서 API 키나 토큰이 누락된 것이 발견되면, 
동기화 실패, 비동기 큐잉 작업 중단, API 호출 에러 등 연쇄적인 시스템 장애가 생길 수 있습니다. 
따라서 이를 방지하고자 Fail-Fast(빠른 실패) 전략을 도입하여 런타임 에러를 미연에 원천 차단하는 역할을 합니다.

필수 설정(Drive 디렉토리, Gemini API 키) 누락 시 즉각 예외를 발생시켜 관리자에게 문제를 알리며, 
선택적 기능(Notion 토큰)의 경우 경고 로그만 남기고 시스템 실행은 유지되도록 유연하게 분기 처리됩니다.

Args:
    없음 (클래스 메서드이므로 외부에서 인자를 받지 않고 cls 내부 상태를 검증합니다.)

Returns:
    None: 모든 검증이 무사히 통과될 경우 반환값 없이 메서드를 종료합니다.

Raises:
    ValueError: 'TARGET_DRIVE_DIR' 환경 변수가 설정되지 않았거나 유효한 Drive ID를 추출하지 못한 경우.
    ValueError: 'GEMINI_KEY_' 접두사로 시작하는 API 키가 환경 변수에서 단 하나도 로드되지 않은 경우."
utils/auth_util.py,,get_credentials,"Google API 접근을 위한 유효한 OAuth 2.0 자격 증명(Credentials)을 가져옵니다.

이 함수는 전체 시스템에서 단일 자격 증명 객체를 유지(Singleton)하여 불필요한 파일 I/O 및 인증 플로우 재실행을 방지합니다.
특히, AutoStudy_UI의 Worker 계층(백그라운드 스레드 및 Watchdog)이 사용자 개입 없이 자동화된 파이프라인을 
지속적으로 실행할 수 있도록 보장하는 핵심 로직을 포함합니다. 

장기 실행되는 백그라운드 작업 중 토큰이 만료될 경우, 파이프라인이 중단되지 않도록 `refresh_token`을 사용해 
백그라운드에서 자동으로 토큰을 갱신합니다. 또한 멀티스레드 환경에서 여러 Worker가 동시에 이 함수를 호출할 때 
발생할 수 있는 Race Condition(다중 인증 플로우 실행 및 파일 덮어쓰기 등)을 방지하기 위해 `_auth_lock`을 통해 임계 영역을 보호합니다.

로직 실행 순서:
1. 메모리에 캐시된 유효한 인증 객체가 있다면 즉시 반환(성능 최적화).
2. 캐시가 없으면 로컬 파일(token.json)에서 복원 시도.
3. 토큰이 만료되었고 갱신 토큰이 있다면 백그라운드 자동 갱신.
4. 유효한 토큰이 전무한 경우 로컬 웹서버 기반 최초 OAuth 인증 플로우 실행.
5. 신규 및 갱신 토큰을 로컬에 안전하게 캐싱.

Args:
    없음

Returns:
    google.oauth2.credentials.Credentials: 
        Google API를 호출할 수 있는 유효한 인증 정보가 담긴 자격 증명 객체.

Raises:
    FileNotFoundError: 
        최초 인증에 필요한 클라이언트 시크릿(`credentials.json`) 파일이 지정된 경로에 존재하지 않아 
        인증 플로우를 시작할 수 없는 경우 발생합니다."
utils/auth_util.py,,get_drive_service,"Google Drive API (v3) 서비스 객체를 반환합니다.

이 함수는 Service 계층(예: DriveSyncService) 및 Worker 계층에서 Google Drive 상호작용(파일 업로드, 다운로드, 동기화)을 
수행할 수 있도록 빌드된 서비스 클라이언트를 싱글톤 형태로 제공합니다. 

자동화된 백그라운드 파이프라인 특성상 대용량 PDF 분석이나 Whisper AI 변환과 같은 장기 실행 작업(Long-running tasks) 이후에 
Drive API가 호출될 가능성이 높습니다. 따라서 호출 시점마다 `get_credentials()`를 통해 크레덴셜 유효성을 강제로 재확인하고, 
토큰 만료로 인한 API 호출 실패(예외 발생)를 원천 차단합니다. 여러 스레드가 동시에 서비스 객체를 요청하더라도 
내부 락(Lock)을 통해 안전하게 하나의 유효한 객체만 반환하도록 보장합니다.

Args:
    없음

Returns:
    googleapiclient.discovery.Resource: 
        Google Drive API(v3)와 안전하게 통신할 수 있는 빌드된 서비스 객체."
utils/auth_util.py,,get_youtube_service,"Google YouTube Data API (v3) 서비스 객체를 반환합니다.

이 함수는 Service 계층에서 YouTube Data API(예: 플레이리스트 정보 수집, 자막(Transcript) 처리 등)와 
연동하기 위한 클라이언트 서비스 객체를 빌드하여 반환합니다. 

YouTube API 연동 역시 대규모 배치 데이터 처리나 큐(Queue) 기반 비동기 Worker 환경에서 수행되므로, 
토큰 만료 방지 및 스레드 안전성 확보가 필수적입니다. 이 함수는 싱글톤 패턴과 스레드 락을 활용해 
안정적인 YouTube 리소스 객체 상태를 유지하며, 만료된 크레덴셜을 감지하면 즉시 갱신된 크레덴셜로 
서비스 객체를 재생성합니다.

Args:
    없음

Returns:
    googleapiclient.discovery.Resource: 
        Google YouTube Data API(v3)와 안전하게 상호작용할 수 있는 빌드된 서비스 객체."
utils/filename_util.py,GeminiAPIError,__class__,"LLM API 통신 중 발생한 에러를 캡슐화하는 커스텀 예외 클래스입니다.

이 클래스는 기본 Exception을 상속받아, API 호출 중 발생하는 다양한 오류(HTTP 오류, 
네트워크 연결 끊김, 타임아웃 등)를 애플리케이션 내부의 통일된 예외 타입으로 정의하는 
책임을 가집니다. 에러 메시지와 함께 구체적인 에러 코드를 상태로 보관하여, 
상위 로직에서 에러 원인에 따른 분기 처리나 재시도 로직을 쉽게 구현할 수 있도록 지원합니다."
utils/filename_util.py,GeminiAPIError,__init__,"Args:
    message (str): 발생한 에러에 대한 상세 설명 및 로깅용 메시지.
    code (str): HTTP 상태 코드(예: '404', '500') 또는 에러의 종류를 나타내는 식별 문자열(예: 'network_error')."
utils/filename_util.py,,call_gemini_api,"Google Gemini API를 호출하여 텍스트를 생성하는 코어 유틸리티 함수입니다.

이 함수는 사용자 프롬프트와 시스템 인스트럭션을 조합하여 제미나이 모델에 텍스트 생성을 요청합니다.
시스템의 복잡한 비즈니스 로직(예: 사용량 추적, DB 저장, 키 할당 등)과는 완전히 격리되어 작동하도록 
설계되었습니다. 이러한 격리 설계는 API 통신이라는 본연의 목적에만 집중하게 함으로써 코드의 응집도를 
높이고, 향후 SDK 버전 업데이트나 인증 방식이 변경되더라도 수정 범위를 이 함수 내부로만 
제한할 수 있게(유지보수성 향상) 합니다.
내부적으로 `google.genai.Client`를 초기화하고 주어진 환경 설정값(`temperature`)을 바탕으로 
콘텐츠 생성 요청(generate_content)을 보낸 뒤, 응답 객체에서 텍스트 결과물만 안전하게 추출하여 반환합니다.

Args:
    api_key (str): Gemini API 서비스에 접근하고 인증하기 위한 사용자의 API 키.
    model_name (str): 텍스트 생성에 사용할 대상 Gemini 모델의 이름 (예: 'gemini-1.5-pro').
    system_instruction (str): 모델의 페르소나, 역할, 어조 및 전반적인 행동 지침을 정의하는 시스템 프롬프트.
    user_prompt (str): 모델에게 전달하여 실제 답변 생성을 유도하는 사용자의 구체적인 질문 또는 입력 텍스트.
    temperature (float, optional): 모델 응답의 창의성과 무작위성을 제어하는 하이퍼파라미터. 
        0.0에 가까울수록 결정론적이고 일관된 응답을, 높은 값일수록 다양하고 예상치 못한 응답을 
        생성합니다. 기본값은 0.1로 안정적이고 사실적인 텍스트 생성에 맞춰져 있습니다.

Returns:
    str: 제미나이 모델이 성공적으로 생성하여 반환한 순수 텍스트 결과물(response.text).

Raises:
    GeminiAPIError: 아래와 같은 다양한 원인으로 인해 정상적인 API 통신이 실패할 경우, 
        구체적인 에러 메시지와 에러 코드를 담아 발생시킵니다.
        - API 통신 오류: 잘못된 API 키, 할당량 초과, 서버 내부 오류 등 (errors.APIError)
        - 네트워크 오류: 인터넷 연결 단절 또는 요청 시간 초과 (TimeoutError, ConnectionError)
        - 기타 알 수 없는 오류 (Exception)"
utils/file_util.py,,ensure_parent_dir,"대상 파일 경로의 상위(부모) 디렉토리가 존재하는지 확인하고, 없다면 자동으로 생성합니다.

비동기 Worker가 백그라운드에서 백업 파일, 임시 오디오 추출본, 혹은 Gemini 분석 결과(JSON)를 
저장할 때, 대상 디렉토리 트리가 존재하지 않으면 `FileNotFoundError`로 인해 파이프라인이 즉각 
중단될 수 있습니다. 이를 방지하기 위해 파일 쓰기(Write) 작업 이전에 선행 호출되는 
필수 방어 로직입니다. 단순히 최종 디렉토리만 생성하는 것이 아니라 `parents=True` 옵션을 통해 
중간 단계의 모든 누락된 디렉토리를 재귀적으로 생성하여 안전한 I/O 환경을 보장합니다.

Args:
    file_path (PathLike): 생성하려는 파일 또는 디렉토리의 전체 경로입니다. (문자열 또는 Path 객체)

Returns:
    Path: 내부적으로 부모 디렉토리 생성 및 확인 작업을 마친 파일의 전체 경로를 `Path` 객체로 반환합니다."
utils/file_util.py,,list_local_files,"지정된 디렉토리 내에 존재하는 파일들의 목록을 탐색 및 필터링하여 반환합니다.

데이터 파이프라인(예: Watchdog Worker)이 특정 폴더를 주기적으로 폴링(Polling)하여 
처리되지 않은 PDF 파일이나 변환 완료된 JSON 결과물만 일괄적으로 수집해야 할 때 사용됩니다. 
내부적으로 입력받은 확장자를 소문자 튜플로 정제하여, 대소문자(e.g., .PDF vs .pdf)로 인한 
매칭 누락을 방지합니다. 

자동화 루프 특성상 디렉토리가 외부 요인에 의해 삭제되거나 권한이 변경될 수 있으므로, 
OS 레벨 예외 발생 시 시스템 크래시 대신 빈 리스트를 반환함으로써 백그라운드 파이프라인의 
연속성을 훼손하지 않고 견고함을 유지합니다.

Args:
    directory_path (PathLike): 탐색할 대상 디렉토리의 로컬 경로입니다.
    extension (Union[str, Tuple[str, ...]], optional): 필터링할 파일 확장자. 
        단일 문자열(예: '.txt') 또는 문자열 튜플(예: ('.jpg', '.png')) 형태로 입력 가능합니다.
    full_path (bool, optional): 반환되는 파일 목록의 형태를 결정하는 플래그. 
        **True**일 경우 절대 경로를, **False**일 경우 파일명만 반환합니다.

Returns:
    List[str]: 탐색 및 필터링 조건에 부합하는 파일 경로 또는 파일명들의 리스트.
        오류가 발생하거나 조건에 맞는 파일이 없다면 빈 리스트(`[]`)를 반환합니다."
utils/file_util.py,,move_file,"원본 파일을 대상 경로로 이동하거나 이름을 변경합니다.

학습 자료 처리 파이프라인에서 '처리 대기' 상태의 파일이 Whisper나 Gemini 파이프라인을 거쳐 
'처리 완료' 또는 '아카이브' 폴더로 이동되는 상태 전이(State Transition) 단계에서 필수적으로 사용됩니다.

대상 경로의 상위 폴더 구조가 존재하지 않을 수 있으므로 내부적으로 `ensure_parent_dir`을 호출하여 
안전하게 공간을 확보한 뒤 `shutil.move`를 실행합니다. 다중 워커 스레드가 동작하는 환경에서 
파일 점유율(Lock) 충돌이나 권한 거부 등 OS 예외가 발생할 수 있는데, 이를 안전하게 포착하고 
실패(False)로 반환하여 Controller가 재시도(Retry) 로직을 태울 수 있도록 설계되었습니다.

Args:
    src_path (PathLike): 이동시킬 원본 파일의 현재 로컬 경로.
    dest_path (PathLike): 파일이 이동될 목적지 경로 (새로운 파일명 포함).

Returns:
    bool: 파일 이동이 성공적으로 완료되었을 경우 **True**, 예외(권한, 파일 없음 등)로 인해 실패했을 경우 **False**를 반환합니다."
utils/file_util.py,,copy_file,"원본 파일을 목적지 경로로 복사합니다 (메타데이터 포함).

PDF 병합, 분할 또는 워터마크 주입 전 원본 훼손을 방지하기 위한 백업(Backup) 파이프라인에서 주로 호출됩니다. 
단순 데이터 복사를 넘어 `shutil.copy2`를 사용하여 파일의 생성일, 수정일 등 주요 메타데이터를 
최대한 보존하므로, 추후 '최근 수정일'을 기준으로 동작하는 동기화 로직이나 Watchdog 이벤트 추적 시 
무결성을 유지할 수 있습니다. 대상 디렉토리가 없을 경우 자동으로 생성합니다.

Args:
    src_path (PathLike): 복사할 원본 파일의 경로.
    dest_path (PathLike): 복사본이 생성될 대상 경로.

Returns:
    bool: 복사 작업이 성공적으로 완료되었으면 **True**, 권한 문제나 원본 파일 누락 등으로 실패하면 **False**를 반환합니다."
utils/file_util.py,,delete_file,"지정된 경로의 파일이 존재할 경우 안전하게 삭제(Unlink)합니다.

PDF에서 추출된 단기 오디오 파일(Whisper 처리용 임시 파일)이나 다운로드된 임시 캐시 데이터를 
사용 직후 즉각적으로 제거(Clean-up)할 때 호출됩니다.

자동화 서버 환경에서 스토리지 낭비 및 용량 초과로 인한 시스템 다운을 방지하는 중요한 역할을 합니다. 
삭제를 시도하기 전 파일의 존재 및 타입(디렉토리 여부)을 선행 검증하며, Worker 스레드 간 
동시성 이슈나 타 프로세스의 파일 점유로 인해 삭제 권한이 거부되더라도 예외를 내부에서 소화하여 
메인 파이프라인의 진행을 가로막지 않도록 설계되었습니다.

Args:
    file_path (PathLike): 삭제하고자 하는 대상 파일의 로컬 경로.

Returns:
    bool: 정상적으로 파일이 삭제되었으면 **True**, 파일이 존재하지 않거나 예외가 발생해 삭제에 실패하면 **False**를 반환합니다."
utils/file_util.py,,save_text_file,"텍스트나 JSON 형태의 문자열 데이터를 로컬 파일 시스템에 저장합니다.

LLM 분석 결과, 트랜스크립트 텍스트, 애플리케이션 상태 정보 등을 로컬에 직렬화하는 핵심 I/O 함수입니다. 
비동기 처리 관점에서 이 함수의 가장 중요한 역할은 **원자적 쓰기(Atomic Write)**의 지원입니다. 

대용량 문자열을 디스크에 쓰는 도중 시스템 크래시나 사용자 강제 종료가 발생하면 파일이 
불완전하게(0 bytes 등) 손상된 채로 남게 됩니다. 이를 방지하고자 덮어쓰기('w') 모드에서는 
임시 파일(`.tmp`)에 전체 데이터를 온전히 기록한 후 성공했을 때만 `replace()`를 호출하여 원본과 
스왑(Swap)합니다. 이로써 어떠한 중단 상황에서도 데이터 무결성이 보장됩니다. 
오류 발생 시 상위 Service 계층으로 예외를 전파하여 적절한 UI 알림 또는 재시도가 가능하게 합니다.

Args:
    content (str): 파일에 기록할 텍스트 또는 JSON 포맷의 문자열 데이터.
    save_path (PathLike): 파일이 최종적으로 저장될 목표 경로.
    mode (str, optional): 파일 쓰기 모드. 기본값은 덮어쓰기 모드인 'w'이며, 로그 생성 등을 위해 이어쓰기인 'a' 등을 지정할 수 있습니다.
    encoding (str, optional): 텍스트 인코딩 방식. 기본값은 'utf-8'.

Returns:
    str: 저장이 성공적으로 완료된 최종 파일의 경로 문자열.

Raises:
    PermissionError: 임시 파일 작성이나 파일 교체 중 시스템 접근 권한이 없을 때 발생합니다.
    OSError: 디스크 용량 부족, 잘못된 파일 시스템, 또는 기타 하위 레벨의 I/O 오류 시 발생합니다."
utils/file_util.py,,read_text_file,"지정된 경로의 텍스트 또는 JSON 파일을 읽어 문자열 형태로 반환합니다.

Controller 또는 Service가 과거에 캐싱해둔 LLM 응답, 추출 완료된 텍스트 대본(Transcript), 
또는 설정 파일을 메모리로 적재할 때 사용되는 기본 데이터 수집 엔드포인트입니다. 

파이프라인이 자동화되어 백그라운드에서 끊임없이 도는 상황에서는 존재하지 않는 경로 참조, 
`UnicodeDecodeError`(인코딩 불일치), 타 프로세스의 파일 락 등으로 인해 읽기 실패가 빈번히 일어날 수 있습니다. 
이 함수는 이러한 런타임 I/O 에러들을 포착하여 콘솔에 징후를 로깅하고, 예외를 발생(Raise)시키는 대신 
`None`을 반환하는 Fallback 구조를 취합니다. 이를 통해 호출부(Service)가 조건 분기를 통해 
기본값 적용 등 유연한 복구 절차를 밟을 수 있습니다.

Args:
    file_path (PathLike): 읽고자 하는 대상 파일의 로컬 경로.
    encoding (str, optional): 텍스트 디코딩 시 사용할 인코딩 방식. 기본값은 'utf-8'.

Returns:
    str | None: 파일 읽기에 성공한 경우 파일의 전체 내용(문자열), 
        파일이 존재하지 않거나 디코딩/권한/I/O 오류가 발생한 경우 **None**을 반환합니다."
